observation_id_ref,scientific_name,sex_P21,confidence_score,annotator_metadata,Crown,Crest,Nape,Chin,Bill,Gorget,Breast,Belly,Flanks,Back,Rump,Tail_coverts,Rectrices,Remiges
346395696,Uranomitra franciae,Male,5,User: Jair | Session: 2026-06-05 23:49,Q112732364,Q106512361,Q11607726,Q3776737,Q123227593,Q133280730,Q133280730,Q133280730,Q13424722,Q3776736,Q137374868,Q133280730,Q137374868,Q124328099
346183996,Cynanthus canivetii,Female,2,User: Jair | Session: 2026-06-05 23:53,Q11677801,Q106512361,Q115676970,Q133280730,Q123227593,Q133280730,Q133280730,Q133280730,Q98080812,Q24837001,Q61927422,Q133280730,Q137374868,Q124328099
317380391,Talaphorus chlorocercus,Female,2,User: Jair | Session: 2026-06-06 00:03,Q137374868,Q106512361,Q136459339,Q105996967,Q123227593,Q133280730,Q133280730,Q2285791,Q136459339,Q90809337,Q96803467,Q42519,Q124328099,Q123227593
345768025,Polyerata rosenbergi,Male,2,User: Jair | Session: 2026-06-06 00:13,Q132459375,Q110103231,Q56881339,Q112732364,Q123227593,Q134313514,Q90799158,Q97377848,Q11607726,Q3776736,Q124328099,Q133280730,Q124328099,Q124328099
344979341,Chlorestes cyanus,Male,4,User: Jair | Session: 2026-06-06 00:18,Q111889906,Q124302386,Q3776736,Q90809308,Q11090565,Q90809486,Q4281308,Q109442450,Q4009897,Q2722041,Q114001780,Q3776736,Q124328099,Q124328099
345011528,Chlorestes eliciae,Male,4,User: Jair | Session: 2026-06-06 00:24,Q15141721,Q106512361,Q90809441,Q123227593,Q11090565,Q134313514,Q3776736,Q109442450,Q124327868,Q11677801,Q124327868,Q3776736,Q124153022,Q124328099
345338424,Saucerottia hoffmanni,Male,3,User: Jair | Session: 2026-06-06 00:29,Q115413850,Q115413850,Q69914710,Q110103231,Q112732567,Q56881339,Q90809560,Q42845936,Q11677801,Q97377848,Q61927422,Q137374868,Q108183,Q124328099
345018259,Selasphorus ellioti,Male,4,User: Jair | Session: 2026-06-06 00:34,Q25349006,Q106512361,Q4009899,Q124327881,Q112732567,Q211140,Q117750933,Q133280730,Q133280730,Q3556203,Q137832049,Q3738728,Q137374868,Q109433927
343253939,Nesophlox evelynae,Female,4,User: Jair | Session: 2026-06-06 00:39,Q536284,Q106512361,Q18349136,Q1324818,Q112732567,Q110102807,Q2564184,Q2722041,Q132859887,Q71406823,Q109433936,Q3757283,Q137374868,Q76011056
346002001,Chionomesa fimbriata,Female,5,User: Jair | Session: 2026-06-08 20:49,Q11607726,Q106512361,Q69914710,Q96803467,Q90809354,Q2906465,Q3641130,Q9303163,Q111080140,Q3776736,Q11607726,Q3776737,Q76011056,Q76011056
334908394,Eupherusa ridgwayi,Male,1,User: Jair | Session: 2026-06-08 20:57,Q112732364,Q1770362,Q11607726,Q3776736,Q123227593,Q69914710,Q90809487,Q111851367,Q111851367,Q90809560,Q112732446,Q492305,Q111851367,Q24239813
346085887,Elliotomyia chionogaster,Unknown,4,User: Jair | Session: 2026-06-08 21:09,Q3116794,Q11607726,Q492192,Q3776736,Q123227593,Q24837023,Q24837023,Q3116788,Q3116788,Q115653492,Q13424722,Q24837023,Q137374868,Q12901657
346307107,Cynanthus auriceps,Female,3,User: Jair | Session: 2026-06-08 21:17,Q90809281,Q901731,Q11677801,Q9303163,Q123227593,Q9303163,Q9303163,Q5120881,Q11677801,Q4009897,Q13424722,Q24837023,Q901731,Q901731
345496070,Riccordia ricordii,Male,3,User: Jair | Session: 2026-06-08 21:24,Q3776736,Q106512361,Q13424722,Q492192,Q123227593,Q69914710,Q24574924,Q98080812,Q98080812,Q115959845,Q13424722,Q133280730,Q90809398,Q612837
346080443,Chrysuronia coeruleogularis,Male,3,User: Jair | Session: 2026-06-08 21:30,Q11606233,Q106512361,Q5922149,Q112732567,Q123227593,Q90809470,Q11606233,Q90799158,Q110103231,Q5922149,Q25349006,Q109442450,Q1403218,Q137374868
339341913,Chrysuronia brevirostris,Male,2,User: Jair | Session: 2026-06-08 21:52,Q12901657,Q11677801,Q115653492,Q133280730,Q123227593,Q133280730,Q133280730,Q133280730,Q25349006,Q2553431,Q119267340,Q105996967,Q612837,Q612837
345045954,Pampa curvipennis,Male,2,User: Jair | Session: 2026-06-08 22:18,Q4013847,Q106512361,Q106622682,Q3776737,Q123227593,Q3776737,Q3776737,Q3776737,Q25349006,Q42845936,Q119267340,Q105996967,Q612837,Q612837
340982369,Pampa curvipennis excellens,Male,2,User: Jair | Session: 2026-06-08 22:25,Q119267768,Q106512361,Q11607726,Q3776737,Q123227593,Q3776737,Q3776737,Q3776737,Q25349006,Q3116794,Q90809448,Q105996967,Q90809480,Q612837
345768968,Chlorestes julie,Male,4,User: Jair | Session: 2026-06-08 22:33,Q691510,Q106512361,Q5922149,Q90809487,Q123227593,Q112732637,Q211140,Q90809486,Q211140,Q56881339,Q89507824,Q3776737,Q112732567,Q124328099
345104972,Microchera chionura,Male,4,User: Jair | Session: 2026-06-08 22:39,Q98080812,Q106512361,Q90809560,Q3556225,Q123227593,Q39046969,Q69914710,Q3776737,Q3556203,Q137832049,Q3776737,Q3776737,Q137374868,Q901731
343757013,Ramosomyia viridifrons,Male,1,User: Jair | Session: 2026-06-08 22:42,Q25614085,Q106512361,Q15141721,Q3776737,Q123227593,Q3776737,Q3776737,Q3776737,Q136459339,Q3776736,Q90809398,Q3776737,Q137374868,Q901731
343511006,Eupetomena cirrochloris,Male,4,User: Jair | Session: 2026-06-08 22:49,Q136459339,Q106512361,Q13424722,Q42519,Q123227593,Q15141724,Q112732446,Q42519,Q4009899,Q25349006,Q106622682,Q3776737,Q96803467,Q124328099
327170094,Chrysuronia lilliae,Male,4,User: Jair | Session: 2026-06-08 22:54,Q90809470,Q106512361,Q39046969,Q112732364,Q123227593,Q211140,Q111889906,Q57305216,Q4009899,Q69914710,Q98080812,Q11607726,Q90809398,Q90809398
344609631,Riccordia swainsonii,Unknown,3,User: Jair | Session: 2026-06-09 23:19,Q96803467,Q106512361,Q3556225,Q115959845,Q123227593,Q4009903,Q492305,Q13424722,Q137832030,Q69914710,Q25349006,Q137374868,Q137374868,Q124328099
346179270,Selasphorus heloisa,Female,3,User: Jair | Session: 2026-06-09 23:31,Q96803467,Q106512361,Q3556225,Q3776737,Q123227593,Q3776737,Q1970335,Q106510555,Q1970335,Q11607726,Q12901657,Q137374868,Q137374868,Q137374868
345903944,Elliotomyia viridicauda,Male,3,User: Jair | Session: 2026-06-10 21:17,Q109442450,Q106512361,Q24837001,Q24837023,Q123227593,Q24837023,Q24837023,Q24837023,Q492192,Q90809560,Q137832030,Q3776737,Q492192,Q137374868
346483786,Ramosomyia violiceps,Male,3,User: Jair | Session: 2026-06-10 21:24,Q211140,Q12901657,Q16039699,Q3776737,Q123227593,Q3776737,Q3776737,Q3776737,Q137374868,Q119267340,Q492192,Q3776737,Q492192,Q124328099
337277468,Thaumasius baeri,Male,4,User: Jair | Session: 2026-06-10 21:32,Q132673694,Q106512361,Q3849855,Q1670336,Q123227593,Q3849855,Q105996967,Q3776737,Q3738728,Q4009899,Q90809398,Q3776737,Q3776737,Q137374868
339883861,Chrysuronia goudoti,Male,3,User: Jair | Session: 2026-06-10 21:38,Q39046969,Q115413850,Q111812647,Q112732567,Q123227593,Q61927422,Q57305337,Q69914710,Q39046969,Q108183,Q115413850,Q3776737,Q124328099,Q124328099
307882641,Melochia tomentosa,Unknown,1,User: Jair | Session: 2026-06-10 21:40,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361,Q106512361
259377797,Nesophlox lyrura,Female,1,User: Jair | Session: 2026-06-10 21:46,Q18349136,Q124309091,Q71406823,Q124309091,Q123227593,Q2905897,Q77595803,Q1670336,Q115863738,Q119267340,Q115863738,Q2905897,Q24239813,Q24239813
346375760,Chrysuronia versicolor,Male,5,User: Jair | Session: 2026-06-10 21:53,Q106622682,Q106512361,Q115653492,Q25614085,Q123227593,Q61927422,Q90809429,Q112732446,Q90809429,Q13424722,Q5579480,Q2905897,Q124328099,Q124328099
345916159,Saucerottia cyanura,Male,3,User: Jair | Session: 2026-06-10 21:58,Q61927422,Q106512361,Q11606233,Q39046969,Q112732567,Q5922149,Q69914710,Q69914710,Q5922149,Q3556225,Q5579480,Q112732567,Q112732567,Q612837
227375829,Saucerottia viridigaster,Male,4,User: Jair | Session: 2026-06-10 22:20,Q106622682,Q106512361,Q11607726,Q115653492,Q123227593,Q3556225,Q90809560,Q106510555,Q24837001,Q18349136,Q90809553,Q124328099,Q112732567,Q137374868
345329055,Phaeoptila sordida,Male,4,User: Jair | Session: 2026-06-10 22:40,Q25349006,Q106512361,Q2553431,Q4009900,Q90809354,Q137374868,Q901731,Q901731,Q492192,Q119267340,Q132673694,Q901731,Q901731,Q137374868
337232380,Chrysuronia grayi,Male,4,User: Jair | Session: 2026-06-10 22:46,Q57305216,Q115413850,Q61927422,Q90809308,Q90809354,Q134313514,Q108183,Q11607726,Q65034853,Q11660963,Q132673694,Q372669,Q61927422,Q124328099
342772318,Thaumasius taczanowskii,Unknown,4,User: Jair | Session: 2026-06-10 22:52,Q18349136,Q106512361,Q124309091,Q1670336,Q123227593,Q2905897,Q1670336,Q132673694,Q3849855,Q11607726,Q119267340,Q133280730,Q60971306,Q137374868
346044425,Chrysuronia leucogaster,Female,2,User: Jair | Session: 2026-06-12 20:54,Q3776736,Q106512361,Q25349006,Q3776737,Q123227593,Q3776737,Q3776737,Q3776737,Q15141721,Q137832030,Q90809281,Q2905897,Q18349136,Q90809398
343121464,Riccordia bicolor,Male,3,User: Jair | Session: 2026-06-12 21:04,Q112732567,Q111812647,Q108183,Q112732567,Q123227593,Q121715819,Q61927422,Q124328099,Q11607726,Q69914710,Q57305216,Q112732567,Q124328099,Q124328099
346261729,Chlorestes candida,Male,2,User: Jair | Session: 2026-06-12 21:10,Q3776736,Q106512361,Q4009899,Q2905897,Q123227593,Q2905897,Q2905897,Q2905897,Q136459339,Q492192,Q90809398,Q2905897,Q24239813,Q90809398
231309614,Ramosomyia viridifrons wagneri,Male,2,User: Jair | Session: 2026-06-12 21:19,Q18349136,Q106512361,Q90809553,Q15141724,Q90809354,Q15141724,Q15141724,Q2905897,Q90809553,Q71406823,Q90809398,Q111905166,Q90809398,Q90809398
345208144,Microchera cupreiceps,Male,3,User: Jair | Session: 2026-06-12 21:26,Q492192,Q106512361,Q13424722,Q3776736,Q123227593,Q69914710,Q11607726,Q3556225,Q90809560,Q5579480,Q3116435,Q3556203,Q111905166,Q124328099
346266674,Chionomesa lactea,Male,3,User: Jair | Session: 2026-06-12 21:33,Q3116794,Q106512361,Q3776736,Q116787015,Q123227593,Q57305216,Q42845936,Q3776737,Q61927422,Q3556204,Q96803467,Q2905897,Q90809398,Q24239813
340329638,Pampa rufa,Female,4,User: Jair | Session: 2026-06-12 21:40,Q13424722,Q106512361,Q137832030,Q3621276,Q123227593,Q106510555,Q11521542,Q60971306,Q3621275,Q111080140,Q137832049,Q23445,Q24239813,Q24239813
282434600,Saucerottia castaneiventris,Male,4,User: Jair | Session: 2026-06-12 22:21,Q112732350,Q106512361,Q90809553,Q3776736,Q123227593,Q25349006,Q2553431,Q60971306,Q3621275,Q2722041,Q18349136,Q93493270,Q24239813,Q24239813
345110392,Riccordia maugaeus,Male,4,User: Jair | Session: 2026-06-12 22:26,Q112732350,Q61927422,Q4928721,Q39046969,Q123227593,Q90809441,Q90809482,Q90809487,Q5922149,Q69914710,Q11607726,Q90809337,Q11606233,Q124328099
341134329,Cynanthus forficatus,Male,4,User: Jair | Session: 2026-06-12 22:33,Q90809281,Q90809441,Q90809391,Q96803467,Q90809354,Q90809441,Q69914710,Q5922149,Q11677801,Q11607726,Q3556203,Q111080140,Q112732567,Q124328099
104238289,Goldmania bella,Male,3,User: Jair | Session: 2026-06-12 22:38,Q98148703,Q90809441,Q90809391,Q3641120,Q90809354,Q111889906,Q65034853,Q69914710,Q2145530,Q11607726,Q106061107,Q60971306,Q3621276,Q90809398
