color,colorLabel,hex
http://www.wikidata.org/entity/Q105993773,nude,E3BC9A
http://www.wikidata.org/entity/Q4009903,office green,008000
http://www.wikidata.org/entity/Q90809512,old lace,FDF5E6
http://www.wikidata.org/entity/Q101785488,old lace,FFF1E0
http://www.wikidata.org/entity/Q132797426,olivaceous,75765C
http://www.wikidata.org/entity/Q4009902,olive drab,6B8E23
http://www.wikidata.org/entity/Q116787041,olive green,BAB86C
http://www.wikidata.org/entity/Q115959845,opal green,005F4E
http://www.wikidata.org/entity/Q115959845,opal green,005F4E
http://www.wikidata.org/entity/Q115959845,opal green,015D52
http://www.wikidata.org/entity/Q115959845,opal green,015D52
http://www.wikidata.org/entity/Q11521542,orange vermilion,C16543
http://www.wikidata.org/entity/Q60971306,orange-red,FF4500
http://www.wikidata.org/entity/Q122998749,orange-yellow,F8D568
http://www.wikidata.org/entity/Q1925148,orchid,DA70D6
http://www.wikidata.org/entity/Q7126798,palatinate,68246D
http://www.wikidata.org/entity/Q84435145,pale aqua,BED3E5
http://www.wikidata.org/entity/Q15890339,pale denim,5E86C1
http://www.wikidata.org/entity/Q90809519,pale goldenrod,EEE8AA
http://www.wikidata.org/entity/Q133280730,pale grey,E9E4E5
http://www.wikidata.org/entity/Q90809527,pale violet red,DB7093
http://www.wikidata.org/entity/Q115676970,parrot green,8FB24B
http://www.wikidata.org/entity/Q3849855,pastel brown,C3B091
http://www.wikidata.org/entity/Q25336662,pastel green,77DD77
http://www.wikidata.org/entity/Q112246722,pastel pink,FFD1DC
http://www.wikidata.org/entity/Q115858787,pastel red,FF6961
http://www.wikidata.org/entity/Q3900633,peach-orange,FFCC99
http://www.wikidata.org/entity/Q117711817,peach-pink,FA9A85
http://www.wikidata.org/entity/Q117711817,peach-pink,FF9A8A
http://www.wikidata.org/entity/Q15141414,peach-yellow,FADFAD
http://www.wikidata.org/entity/Q90809532,peachpuff,FFDAB9
http://www.wikidata.org/entity/Q3899621,pear,D1E231
http://www.wikidata.org/entity/Q7158021,pearl,EAE0C8
http://www.wikidata.org/entity/Q7158021,pearl,EAE0C8
http://www.wikidata.org/entity/Q106510499,pecan,A36E51
http://www.wikidata.org/entity/Q11535061,persimmon,EC5800
http://www.wikidata.org/entity/Q90809535,peru,CD853F
http://www.wikidata.org/entity/Q112732350,pine forest,33443B
http://www.wikidata.org/entity/Q3556225,pine green,01796F
http://www.wikidata.org/entity/Q119985571,pinkish,FFE4E1
http://www.wikidata.org/entity/Q117750933,pinkish-purple,D34BD6
http://www.wikidata.org/entity/Q114002049,pinkish-white,FFF6F6
http://www.wikidata.org/entity/Q3906414,platinum,E5E4E2
http://www.wikidata.org/entity/Q3108722,plum,843179
http://www.wikidata.org/entity/Q3108722,plum,DDA0DD
http://www.wikidata.org/entity/Q115942166,poppy red,DC343B
http://www.wikidata.org/entity/Q90809540,powder blue,B0E0E6
http://www.wikidata.org/entity/Q109437866,process yellow,FFEF00
http://www.wikidata.org/entity/Q124327881,purplish,750080
http://www.wikidata.org/entity/Q114001780,purplish red,70053B
http://www.wikidata.org/entity/Q114001780,purplish red,B0054B
http://www.wikidata.org/entity/Q106060357,putty,BEAE8A
http://www.wikidata.org/entity/Q106066018,quarry,98A0A5
http://www.wikidata.org/entity/Q19599545,raisin black,242124
http://www.wikidata.org/entity/Q115702282,raven black,242425
http://www.wikidata.org/entity/Q124327873,reddish,C44240
http://www.wikidata.org/entity/Q3762369,reddish Naples yellow,FAC3A2
http://www.wikidata.org/entity/Q115185412,reddish purple,910951
http://www.wikidata.org/entity/Q4006208,robin egg blue,00CCCC
http://www.wikidata.org/entity/Q115945837,rose buff,F6CCB0
http://www.wikidata.org/entity/Q100135995,rose gold,ECC6C1
http://www.wikidata.org/entity/Q111784255,rose pink,FF66CC
http://www.wikidata.org/entity/Q115861882,rose red,C21E56
http://www.wikidata.org/entity/Q119267768,rose-purple,B09FCA
http://www.wikidata.org/entity/Q109440395,rosewood,65000B
http://www.wikidata.org/entity/Q90809547,rosy brown,BC8F8F
http://www.wikidata.org/entity/Q123852722,ruber,CE4676
http://www.wikidata.org/entity/Q84432247,rubine red,D10056
http://www.wikidata.org/entity/Q123852833,ruby red,9B111E
http://www.wikidata.org/entity/Q133189067,ruddy,FF0028
http://www.wikidata.org/entity/Q109442009,rusty red,DA2C43
http://www.wikidata.org/entity/Q90809553,saddle brown,8B4513
http://www.wikidata.org/entity/Q1091453,safety orange,FF8200
http://www.wikidata.org/entity/Q7399114,sage,BCB88A
http://www.wikidata.org/entity/Q112732446,sage green,859477
http://www.wikidata.org/entity/Q132863112,sallow,D9D1B1
http://www.wikidata.org/entity/Q137832067,salsa verde,5E9732
http://www.wikidata.org/entity/Q137832067,salsa verde,5E9732
http://www.wikidata.org/entity/Q24836972,sand beige,E6C3C3
http://www.wikidata.org/entity/Q77595803,sandy brown,F4A460
http://www.wikidata.org/entity/Q1171945,sangria,92000A
http://www.wikidata.org/entity/Q11151270,sea blue,006994
http://www.wikidata.org/entity/Q11151270,sea blue,0B2D64
http://www.wikidata.org/entity/Q90809560,sea green,2E8B57
http://www.wikidata.org/entity/Q612837,seal brown,321414
http://www.wikidata.org/entity/Q106065780,sesame,BAA38B
http://www.wikidata.org/entity/Q30137105,slate blue,6A5ACD
http://www.wikidata.org/entity/Q90809562,snow,FFFAFA
http://www.wikidata.org/entity/Q18669148,snow blue,777BCE
http://www.wikidata.org/entity/Q132673694,snuff brown,85725A
http://www.wikidata.org/entity/Q115733625,sooty,141414
http://www.wikidata.org/entity/Q97191297,spanish red,E60026
http://www.wikidata.org/entity/Q114877269,starlight,F0ECE6
http://www.wikidata.org/entity/Q106056288,steel,738595
http://www.wikidata.org/entity/Q106006649,stout,3B2814
http://www.wikidata.org/entity/Q115208329,sulphur,E5BB26
http://www.wikidata.org/entity/Q128807812,sulu,C6EA80
http://www.wikidata.org/entity/Q11429442,sumi-iro,343434
http://www.wikidata.org/entity/Q124302644,sunset red,EF4136
http://www.wikidata.org/entity/Q4009900,swamp green,ACB78E
http://www.wikidata.org/entity/Q4009900,swamp green,ACB78E
http://www.wikidata.org/entity/Q115733603,swarthy,5E5C59
http://www.wikidata.org/entity/Q2307593,taupe,483C32
http://www.wikidata.org/entity/Q56881339,teal blue,367588
http://www.wikidata.org/entity/Q108219690,technobotanica,00FFC0
http://www.wikidata.org/entity/Q108219690,technobotanica,00FFC0
http://www.wikidata.org/entity/Q90809566,thistle,D8BFD8
http://www.wikidata.org/entity/Q115859278,tile red,7D2917
http://www.wikidata.org/entity/Q105995092,titanium,878681
http://www.wikidata.org/entity/Q93704722,tomato,FF6347
http://www.wikidata.org/entity/Q77459172,turquoise surf,00AFCA
http://www.wikidata.org/entity/Q3535555,turtledove,BBACAC
http://www.wikidata.org/entity/Q11673366,ukon,FABF14
http://www.wikidata.org/entity/Q17990717,ultramarine,120A8F
http://www.wikidata.org/entity/Q115858149,violet red,F75394
http://www.wikidata.org/entity/Q56528582,vivid sky blue,00CCFF
http://www.wikidata.org/entity/Q56528582,vivid sky blue,8DA399
http://www.wikidata.org/entity/Q137374868,walnut brown,5C5248
http://www.wikidata.org/entity/Q24820286,watermelon,FC6C85
http://www.wikidata.org/entity/Q133278763,white wash,F2F4EF
http://www.wikidata.org/entity/Q133278763,white wash,FAF9FE
http://www.wikidata.org/entity/Q119984045,whitish,F3F2ED
http://www.wikidata.org/entity/Q13417144,wisteria,AFB4DB
http://www.wikidata.org/entity/Q105997630,wood,966F33
http://www.wikidata.org/entity/Q11677707,yellow no. 1,FDBC00
http://www.wikidata.org/entity/Q124327868,yellowish-orange,FFAB0F
http://www.wikidata.org/entity/Q124327877,yellowish-red,EC5300
http://www.wikidata.org/entity/Q115121358,yellowish-white,E9F1D0
http://www.wikidata.org/entity/Q115121358,yellowish-white,FFFAD9
http://www.wikidata.org/entity/Q115121358,yellowish-white,FFFFF6
http://www.wikidata.org/entity/Q99211754,yolk yellow,E2B051
http://www.wikidata.org/entity/Q18459573,young shoot color,E0EBAF
http://www.wikidata.org/entity/Q2293227,Amarillo selectivo,FFBA00
http://www.wikidata.org/entity/Q25112525,Azul YInMn,2E5090
http://www.wikidata.org/entity/Q4405716,Azul claro,99FF99
http://www.wikidata.org/entity/Q4405716,Azul claro,97BC62
http://www.wikidata.org/entity/Q7863999,Azul de UCLA,3284BF
http://www.wikidata.org/entity/Q3738728,Barbecho (color),C19A6B
http://www.wikidata.org/entity/Q3832523,Chifón de limón,FFFACD
http://www.wikidata.org/entity/Q1970335,Crudo (color),CDB891
http://www.wikidata.org/entity/Q492305,Eigengrau,16161D
http://www.wikidata.org/entity/Q534583,International Klein Blue,0033CC
http://www.wikidata.org/entity/Q4281308,Marengo,4C5866
http://www.wikidata.org/entity/Q24885519,Pantone 448C,4A412A
http://www.wikidata.org/entity/Q3365600,Parma,CFA0E9
http://www.wikidata.org/entity/Q135011007,Pitufo azul,00B6ED
http://www.wikidata.org/entity/Q1411452,Pizarra,708090
http://www.wikidata.org/entity/Q35793593,RAL 1000,CDBA88
http://www.wikidata.org/entity/Q35793728,RAL 1001,D0B084
http://www.wikidata.org/entity/Q35795072,RAL 1002,C6A664
http://www.wikidata.org/entity/Q35795226,RAL 1003,E5BE01
http://www.wikidata.org/entity/Q35795382,RAL 1004,CDA434
http://www.wikidata.org/entity/Q35795538,RAL 1005,CB8E00
http://www.wikidata.org/entity/Q35795684,RAL 1006,E4A010
http://www.wikidata.org/entity/Q35795841,RAL 1007,DC9D00
http://www.wikidata.org/entity/Q35795992,RAL 1011,8A6642
http://www.wikidata.org/entity/Q35796144,RAL 1012,C7B446
http://www.wikidata.org/entity/Q35796311,RAL 1013,E3D9C6
http://www.wikidata.org/entity/Q35796311,RAL 1013,EAE6CA
http://www.wikidata.org/entity/Q35796473,RAL 1014,E1CC4F
http://www.wikidata.org/entity/Q35796616,RAL 1015,E6D690
http://www.wikidata.org/entity/Q35796790,RAL 1016,F3DE38
http://www.wikidata.org/entity/Q35796948,RAL 1017,F5D033
http://www.wikidata.org/entity/Q35797128,RAL 1018,F8F32B
http://www.wikidata.org/entity/Q35797302,RAL 1019,9E9764
http://www.wikidata.org/entity/Q35797485,RAL 1020,999950
http://www.wikidata.org/entity/Q35797659,RAL 1021,F3DA0B
http://www.wikidata.org/entity/Q2516200,RAL 1023,F0CA00
http://www.wikidata.org/entity/Q2516200,RAL 1023,FAD201
http://www.wikidata.org/entity/Q35798026,RAL 1024,AEA04B
http://www.wikidata.org/entity/Q35798190,RAL 1026,FFFF00
http://www.wikidata.org/entity/Q35798358,RAL 1027,9D9101
http://www.wikidata.org/entity/Q35798536,RAL 1028,F4A900
http://www.wikidata.org/entity/Q35798732,RAL 1032,D6AE01
http://www.wikidata.org/entity/Q35798896,RAL 1033,F3A505
http://www.wikidata.org/entity/Q35799063,RAL 1034,EFA94A
http://www.wikidata.org/entity/Q35799241,RAL 1035,6A5D4D
http://www.wikidata.org/entity/Q35799419,RAL 1036,705335
http://www.wikidata.org/entity/Q35799583,RAL 1037,F39F18
http://www.wikidata.org/entity/Q35799734,RAL 2000,ED760E
http://www.wikidata.org/entity/Q35799892,RAL 2001,C93C20
http://www.wikidata.org/entity/Q13358072,RAL 2002,C63927
http://www.wikidata.org/entity/Q13358072,RAL 2002,CB2821
http://www.wikidata.org/entity/Q35800169,RAL 2003,FF7514
http://www.wikidata.org/entity/Q35800284,RAL 2004,E75B12
http://www.wikidata.org/entity/Q35800284,RAL 2004,F44611
http://www.wikidata.org/entity/Q35800454,RAL 2005,FF2301
http://www.wikidata.org/entity/Q35800613,RAL 2007,FFA420
http://www.wikidata.org/entity/Q35800800,RAL 2008,F75E25
http://www.wikidata.org/entity/Q35800967,RAL 2009,F54021
http://www.wikidata.org/entity/Q35801141,RAL 2010,D84B20
http://www.wikidata.org/entity/Q35801301,RAL 2011,EC7C26
http://www.wikidata.org/entity/Q35801444,RAL 2012,E55137
http://www.wikidata.org/entity/Q35801605,RAL 2013,C35831
http://www.wikidata.org/entity/Q35801762,RAL 3000,A72920
http://www.wikidata.org/entity/Q35801762,RAL 3000,AF2B1E
http://www.wikidata.org/entity/Q35801923,RAL 3001,A52019
http://www.wikidata.org/entity/Q35802093,RAL 3002,A2231D
http://www.wikidata.org/entity/Q35802262,RAL 3003,9B111E
http://www.wikidata.org/entity/Q35802428,RAL 3004,75151E
http://www.wikidata.org/entity/Q35802591,RAL 3005,5E2129
http://www.wikidata.org/entity/Q35802763,RAL 3007,412227
http://www.wikidata.org/entity/Q35802922,RAL 3009,642424
http://www.wikidata.org/entity/Q35803095,RAL 3011,781F19
http://www.wikidata.org/entity/Q35803253,RAL 3012,C1876B
http://www.wikidata.org/entity/Q35803426,RAL 3013,A12312
http://www.wikidata.org/entity/Q35803580,RAL 3014,D36E70
http://www.wikidata.org/entity/Q35803747,RAL 3015,EA899A
http://www.wikidata.org/entity/Q35803934,RAL 3016,B32821
http://www.wikidata.org/entity/Q35804095,RAL 3017,CB555D
http://www.wikidata.org/entity/Q35804095,RAL 3017,E63244
http://www.wikidata.org/entity/Q35804261,RAL 3018,D53032
http://www.wikidata.org/entity/Q35804596,RAL 3022,D95030
http://www.wikidata.org/entity/Q35804763,RAL 3024,F80000
http://www.wikidata.org/entity/Q35804944,RAL 3026,FE0000
http://www.wikidata.org/entity/Q35805100,RAL 3027,C51D34
http://www.wikidata.org/entity/Q35805337,RAL 3028,CB3234
http://www.wikidata.org/entity/Q35805516,RAL 3031,B32428
http://www.wikidata.org/entity/Q35805700,RAL 3032,721422
http://www.wikidata.org/entity/Q35805864,RAL 3033,B44C43
http://www.wikidata.org/entity/Q35806038,RAL 4001,6D3F5B
http://www.wikidata.org/entity/Q35806218,RAL 4002,922B3E
http://www.wikidata.org/entity/Q35806380,RAL 4003,DE4C8A
http://www.wikidata.org/entity/Q35806548,RAL 4004,641C34
http://www.wikidata.org/entity/Q35806720,RAL 4005,6C4675
http://www.wikidata.org/entity/Q35806872,RAL 4006,A03472
http://www.wikidata.org/entity/Q35807030,RAL 4007,4A192C
http://www.wikidata.org/entity/Q35807203,RAL 4008,924E7D
http://www.wikidata.org/entity/Q35807372,RAL 4009,A18594
http://www.wikidata.org/entity/Q35807553,RAL 4010,CF3476
http://www.wikidata.org/entity/Q35807728,RAL 4011,8673A1
http://www.wikidata.org/entity/Q35807896,RAL 4012,6C6874
http://www.wikidata.org/entity/Q35808039,RAL 5000,354D73
http://www.wikidata.org/entity/Q35808196,RAL 5001,1F3438
http://www.wikidata.org/entity/Q35808373,RAL 5002,20214F
http://www.wikidata.org/entity/Q35808558,RAL 5003,1D1E33
http://www.wikidata.org/entity/Q35808729,RAL 5004,18171C
http://www.wikidata.org/entity/Q35808900,RAL 5005,1E2460
http://www.wikidata.org/entity/Q35809074,RAL 5007,3E5F8A
http://www.wikidata.org/entity/Q35809237,RAL 5008,26252D
http://www.wikidata.org/entity/Q35809404,RAL 5009,025669
http://www.wikidata.org/entity/Q35809569,RAL 5010,0E294B
http://www.wikidata.org/entity/Q35809740,RAL 5011,231A24
http://www.wikidata.org/entity/Q35809904,RAL 5012,3B83BD
http://www.wikidata.org/entity/Q35809904,RAL 5012,3B83BD
http://www.wikidata.org/entity/Q35810083,RAL 5013,1E213D
http://www.wikidata.org/entity/Q35810264,RAL 5014,606E8C
http://www.wikidata.org/entity/Q35810428,RAL 5015,2271B3
http://www.wikidata.org/entity/Q35810592,RAL 5017,063971
http://www.wikidata.org/entity/Q35810592,RAL 5017,005A8C
http://www.wikidata.org/entity/Q35810779,RAL 5018,3F888F
http://www.wikidata.org/entity/Q35810954,RAL 5019,1B5583
http://www.wikidata.org/entity/Q35811125,RAL 5020,1D334A
http://www.wikidata.org/entity/Q35811295,RAL 5021,256D7B
http://www.wikidata.org/entity/Q35811470,RAL 5022,252850
http://www.wikidata.org/entity/Q35811636,RAL 5023,49678D
http://www.wikidata.org/entity/Q35811807,RAL 5024,5D9B9B
http://www.wikidata.org/entity/Q35811976,RAL 5025,2A6478
http://www.wikidata.org/entity/Q35812161,RAL 5026,102C54
http://www.wikidata.org/entity/Q35812322,RAL 6000,316650
http://www.wikidata.org/entity/Q35812487,RAL 6001,287233
http://www.wikidata.org/entity/Q35812667,RAL 6002,2D572C
http://www.wikidata.org/entity/Q35812856,RAL 6003,424632
http://www.wikidata.org/entity/Q35813035,RAL 6004,1F3A3D
http://www.wikidata.org/entity/Q35813207,RAL 6005,2F4538
http://www.wikidata.org/entity/Q35813393,RAL 6006,3E3B32
http://www.wikidata.org/entity/Q35813581,RAL 6007,283524
http://www.wikidata.org/entity/Q35813581,RAL 6007,2A3222
http://www.wikidata.org/entity/Q35813581,RAL 6007,2C3222
http://www.wikidata.org/entity/Q35813581,RAL 6007,343B29
http://www.wikidata.org/entity/Q35813758,RAL 6008,39352A
http://www.wikidata.org/entity/Q35813945,RAL 6009,31372B
http://www.wikidata.org/entity/Q35814136,RAL 6010,35682D
http://www.wikidata.org/entity/Q35814313,RAL 6011,587246
http://www.wikidata.org/entity/Q35814483,RAL 6012,343E40
http://www.wikidata.org/entity/Q35814649,RAL 6013,6C7156
http://www.wikidata.org/entity/Q35814811,RAL 6014,47402E
http://www.wikidata.org/entity/Q35814991,RAL 6015,3B3C36
http://www.wikidata.org/entity/Q35815162,RAL 6016,1E5945
http://www.wikidata.org/entity/Q35815337,RAL 6017,4C9141
http://www.wikidata.org/entity/Q13357866,RAL 6018,57A639
http://www.wikidata.org/entity/Q13357866,RAL 6018,61993B
http://www.wikidata.org/entity/Q35815706,RAL 6019,BDECB6
http://www.wikidata.org/entity/Q35815886,RAL 6020,2E3A23
http://www.wikidata.org/entity/Q35816261,RAL 6022,25221B
http://www.wikidata.org/entity/Q35816446,RAL 6024,308446
http://www.wikidata.org/entity/Q35816544,RAL 6025,3D642D
http://www.wikidata.org/entity/Q35816689,RAL 6026,015D52
http://www.wikidata.org/entity/Q35816857,RAL 6027,84C3BE
http://www.wikidata.org/entity/Q35817028,RAL 6028,2C5545
http://www.wikidata.org/entity/Q35817203,RAL 6029,20603D
http://www.wikidata.org/entity/Q35817385,RAL 6032,317F43
http://www.wikidata.org/entity/Q35817562,RAL 6033,497E76
http://www.wikidata.org/entity/Q35817739,RAL 6034,7FB5B5
http://www.wikidata.org/entity/Q35817930,RAL 6035,1C542D
http://www.wikidata.org/entity/Q35818103,RAL 6036,193737
http://www.wikidata.org/entity/Q35818292,RAL 6037,008F39
http://www.wikidata.org/entity/Q35818476,RAL 6038,00BB2D
http://www.wikidata.org/entity/Q35818661,RAL 7000,78858B
http://www.wikidata.org/entity/Q35818841,RAL 7001,8A9597
http://www.wikidata.org/entity/Q35819005,RAL 7002,7E7B52
http://www.wikidata.org/entity/Q35819195,RAL 7003,6C7059
http://www.wikidata.org/entity/Q35819377,RAL 7004,969992
http://www.wikidata.org/entity/Q35819554,RAL 7005,6B716F
http://www.wikidata.org/entity/Q35819720,RAL 7006,6D6552
http://www.wikidata.org/entity/Q35819884,RAL 7008,6A5F31
http://www.wikidata.org/entity/Q35820076,RAL 7009,4D5645
http://www.wikidata.org/entity/Q35820266,RAL 7010,4C514A
http://www.wikidata.org/entity/Q35820436,RAL 7011,52595D
http://www.wikidata.org/entity/Q35820622,RAL 7012,4E5754
http://www.wikidata.org/entity/Q35820797,RAL 7013,464531
http://www.wikidata.org/entity/Q35820981,RAL 7015,434750
http://www.wikidata.org/entity/Q35821163,RAL 7016,293133
http://www.wikidata.org/entity/Q35821341,RAL 7021,23282B
http://www.wikidata.org/entity/Q35821522,RAL 7022,332F2C
http://www.wikidata.org/entity/Q35821726,RAL 7023,686C5E
http://www.wikidata.org/entity/Q35821881,RAL 7024,474A51
http://www.wikidata.org/entity/Q35822050,RAL 7026,2F353B
http://www.wikidata.org/entity/Q35822205,RAL 7030,8B8C7A
http://www.wikidata.org/entity/Q35822371,RAL 7031,474B4E
http://www.wikidata.org/entity/Q35822512,RAL 7032,B8B799
http://www.wikidata.org/entity/Q35822662,RAL 7033,7D8471
http://www.wikidata.org/entity/Q35822819,RAL 7034,8F8B66
http://www.wikidata.org/entity/Q35823000,RAL 7035,CBD0CC
http://www.wikidata.org/entity/Q35823169,RAL 7036,7F7679
http://www.wikidata.org/entity/Q35823333,RAL 7037,7D7F7D
http://www.wikidata.org/entity/Q35823477,RAL 7038,B5B8B1
http://www.wikidata.org/entity/Q35823628,RAL 7039,6C6960
http://www.wikidata.org/entity/Q35823792,RAL 7040,9DA1AA
http://www.wikidata.org/entity/Q35823954,RAL 7042,8D948D
http://www.wikidata.org/entity/Q35824114,RAL 7043,4E5452
http://www.wikidata.org/entity/Q35824273,RAL 7044,CAC4B0
http://www.wikidata.org/entity/Q35824528,RAL 7045,909090
http://www.wikidata.org/entity/Q35824675,RAL 7046,82898F
http://www.wikidata.org/entity/Q35824816,RAL 7047,D0D0D0
http://www.wikidata.org/entity/Q35824957,RAL 7048,898176
http://www.wikidata.org/entity/Q35825105,RAL 8000,826C34
http://www.wikidata.org/entity/Q35825266,RAL 8001,955F20
http://www.wikidata.org/entity/Q35825438,RAL 8002,6C3B2A
http://www.wikidata.org/entity/Q35825438,RAL 8002,794D3E
http://www.wikidata.org/entity/Q35825605,RAL 8003,7E4B26
http://www.wikidata.org/entity/Q35825779,RAL 8004,8E402A
http://www.wikidata.org/entity/Q35825917,RAL 8007,59351F
http://www.wikidata.org/entity/Q35826061,RAL 8008,6F4F28
http://www.wikidata.org/entity/Q35826203,RAL 8011,5B3A29
http://www.wikidata.org/entity/Q35826345,RAL 8012,592321
http://www.wikidata.org/entity/Q35826472,RAL 8014,382C1E
http://www.wikidata.org/entity/Q35826550,RAL 8015,633A34
http://www.wikidata.org/entity/Q35826631,RAL 8016,4C2F27
http://www.wikidata.org/entity/Q35826695,RAL 8017,45322E
http://www.wikidata.org/entity/Q35826768,RAL 8019,403A3A
http://www.wikidata.org/entity/Q35826841,RAL 8022,212121
http://www.wikidata.org/entity/Q35826914,RAL 8023,A65E2E
http://www.wikidata.org/entity/Q35826979,RAL 8024,79553D
http://www.wikidata.org/entity/Q35827047,RAL 8025,755C48
http://www.wikidata.org/entity/Q35827109,RAL 8028,4E3B31
http://www.wikidata.org/entity/Q35827172,RAL 8029,763C28
http://www.wikidata.org/entity/Q35827236,RAL 9001,FDF4E3
http://www.wikidata.org/entity/Q35827305,RAL 9002,E7EBDA
http://www.wikidata.org/entity/Q35827385,RAL 9003,F4F4F4
http://www.wikidata.org/entity/Q35827472,RAL 9004,282828
http://www.wikidata.org/entity/Q35827533,RAL 9005,0E0E10
http://www.wikidata.org/entity/Q35827598,RAL 9006,A5A5A5
http://www.wikidata.org/entity/Q35827657,RAL 9007,8F8F8F
http://www.wikidata.org/entity/Q35827716,RAL 9010,F1ECE1
http://www.wikidata.org/entity/Q35827776,RAL 9011,1C1C1C
http://www.wikidata.org/entity/Q35827855,RAL 9016,F6F6F6
http://www.wikidata.org/entity/Q35827923,RAL 9017,1E1E1E
http://www.wikidata.org/entity/Q35827995,RAL 9018,CFD3CD
http://www.wikidata.org/entity/Q35828068,RAL 9022,9C9C9C
http://www.wikidata.org/entity/Q35828132,RAL 9023,828282
http://www.wikidata.org/entity/Q3941700,Rojo pompeyano,A22E37
http://www.wikidata.org/entity/Q5402922,Rosa naranja,FF9966
http://www.wikidata.org/entity/Q11515057,Rosicler,F19072
http://www.wikidata.org/entity/Q75737,Shocking pink,FF69B4
http://www.wikidata.org/entity/Q17105502,Verde bosque,228B22
http://www.wikidata.org/entity/Q373787,Verde primavera,00FF7F
http://www.wikidata.org/entity/Q372973,aguamarina,7FFFD4
http://www.wikidata.org/entity/Q1324818,albaricoque,FFE5B4
http://www.wikidata.org/entity/Q372669,alice blue,F0F8FF
http://www.wikidata.org/entity/Q454847,amaranto,E52B50
http://www.wikidata.org/entity/Q115413960,amarillento,FFFFE0
http://www.wikidata.org/entity/Q27777837,amarillo,FFFF00
http://www.wikidata.org/entity/Q943,amarillo,FFFF00
http://www.wikidata.org/entity/Q899295,amarillo Nápoles,F7E89F
http://www.wikidata.org/entity/Q116787059,amarillo brillante,FFFF00
http://www.wikidata.org/entity/Q116787059,amarillo brillante,FFE900
http://www.wikidata.org/entity/Q116787059,amarillo brillante,FFEA00
http://www.wikidata.org/entity/Q3762375,amarillo cadmio,FFF600
http://www.wikidata.org/entity/Q55611196,amarillo indio,E3A857
http://www.wikidata.org/entity/Q119953849,amarillo pálido,FFFFA7
http://www.wikidata.org/entity/Q21864306,amarillo-verde,9ACD32
http://www.wikidata.org/entity/Q2631989,amatista,9966CC
http://www.wikidata.org/entity/Q2085487,ante,F0DC82
http://www.wikidata.org/entity/Q2085487,ante,E0AB76
http://www.wikidata.org/entity/Q372733,aqua,00FFFF
http://www.wikidata.org/entity/Q9303163,arena,EDC9AF
http://www.wikidata.org/entity/Q17122740,avellana,5A391C
http://www.wikidata.org/entity/Q2725283,azafrán,F4C430
http://www.wikidata.org/entity/Q17122834,azul,608090
http://www.wikidata.org/entity/Q1088,azul,0000FF
http://www.wikidata.org/entity/Q10862213,azul Bondi,0095B6
http://www.wikidata.org/entity/Q5404819,azul Eton,96C8A2
http://www.wikidata.org/entity/Q953243,azul Francia,002366
http://www.wikidata.org/entity/Q950159,azul Tiffany,81D8D0
http://www.wikidata.org/entity/Q1003676,azul acero,4682B4
http://www.wikidata.org/entity/Q2021643,azul aciano,6495ED
http://www.wikidata.org/entity/Q2906465,azul carreta,8EA2C6
http://www.wikidata.org/entity/Q61600018,azul claro,6888A0
http://www.wikidata.org/entity/Q425278,azul cobalto,0047AB
http://www.wikidata.org/entity/Q5312932,azul de Duke,012169
http://www.wikidata.org/entity/Q253181,azul egipcio,1034A6
http://www.wikidata.org/entity/Q373586,azul eléctrico,7DF9FF
http://www.wikidata.org/entity/Q23931911,azul eléctrico iridiscente,3137FD
http://www.wikidata.org/entity/Q23931909,azul eléctrico profundo,2C75FF
http://www.wikidata.org/entity/Q4928721,azul gris,6699CC
http://www.wikidata.org/entity/Q42845936,azul grisáceo,708090
http://www.wikidata.org/entity/Q5975887,azul marino,000080
http://www.wikidata.org/entity/Q5975887,azul marino,000080
http://www.wikidata.org/entity/Q901499,azul maya,73C2FB
http://www.wikidata.org/entity/Q947638,azul noche,0F056B
http://www.wikidata.org/entity/Q3641131,azul oscuro,00008B
http://www.wikidata.org/entity/Q3641130,azul pavo real,004958
http://www.wikidata.org/entity/Q2545722,azul persa,1C39BB
http://www.wikidata.org/entity/Q2906519,azul petróleo,006374
http://www.wikidata.org/entity/Q84430532,azul turquesa,00FFEF
http://www.wikidata.org/entity/Q646964,azul verde,009C8C
http://www.wikidata.org/entity/Q646964,azul verde,009C8C
http://www.wikidata.org/entity/Q646964,azul verde,0D98BA
http://www.wikidata.org/entity/Q646964,azul verde,0D98BA
http://www.wikidata.org/entity/Q646964,azul verde,80FFCE
http://www.wikidata.org/entity/Q646964,azul verde,80FFCE
http://www.wikidata.org/entity/Q3375649,azul verdoso,608070
http://www.wikidata.org/entity/Q16039699,azul violeta,324AB2
http://www.wikidata.org/entity/Q14946424,azul-violeta,8A2BE2
http://www.wikidata.org/entity/Q373058,azure,007FFF
http://www.wikidata.org/entity/Q373058,azure,F0FFFF
http://www.wikidata.org/entity/Q5967009,añil,4B0082
http://www.wikidata.org/entity/Q5967009,añil,4B0082
http://www.wikidata.org/entity/Q843607,beige,F5F5DC
http://www.wikidata.org/entity/Q1403218,berenjena,614051
http://www.wikidata.org/entity/Q4100014,bermejo,80461B
http://www.wikidata.org/entity/Q2419551,bermejo,A52A2A
http://www.wikidata.org/entity/Q737438,bermellón,E34234
http://www.wikidata.org/entity/Q23444,blanco,FFFFFF
http://www.wikidata.org/entity/Q23444,blanco,FFFFFF
